index,image,carbs,fat,fibre,kcal,protein,salt,saturates,sugars
1,recipe-image-legacy-id-46013_11-99b8eda.jpg,30.0,11.0,2.0,275.0,17.0,1.99,6.0,4.0
2,recipe-image-legacy-id-743466_11-e87df17.jpg,38.0,7.0,2.0,240.0,8.0,1.37,2.0,1.0
3,recipe-image-legacy-id-1119465_11-4aebb21.jpg,22.0,17.0,1.0,294.0,13.0,1.5,9.0,1.0
4,recipe-image-legacy-id-1201816_10-7f0a38f.jpg,32.0,9.0,2.0,250.0,12.0,1.0,5.0,3.0
9,recipe-image-legacy-id-1025484_11-f56ab42.jpg,25.0,11.0,1.0,218.0,6.0,0.6,6.0,1.0
11,recipe-image-legacy-id-781508_11-47e1bfb.jpg,46.0,27.0,3.0,492.0,18.0,1.42,10.0,1.0
13,recipe-image-legacy-id-27118_12-d7e3e79.jpg,38.0,10.0,3.0,258.0,6.0,1.05,1.0,1.0
17,recipe-image-legacy-id-327811_12-848628f.jpg,23.0,12.0,1.0,224.0,7.0,0.85,5.0,2.0
20,recipe-image-legacy-id-328149_12-1c70276.jpg,26.0,12.0,1.0,230.0,6.0,0.89,7.0,2.0
32,recipe-image-legacy-id-741479_11-85a163e.jpg,15.0,2.0,1.0,81.0,3.0,0.45,1.0,1.0
37,recipe-image-legacy-id-77451_11-15b4214.jpg,42.0,13.0,5.0,315.0,11.0,1.0,1.0,5.0
38,recipe-image-legacy-id-1274479_8-2fd8fce.jpg,34.3,1.1,6.9,170.0,5.6,0.3,0.2,2.3
39,bread-thins-8a75e8f.jpg,21.0,1.0,2.0,115.0,5.0,0.4,0.3,1.0
45,pitta-bread-74a1b32.jpg,47.0,2.0,2.0,246.0,8.0,1.0,0.4,0.3
53,piri-piri-chicken-pittas-3baabcf.jpg,44.0,15.0,3.0,471.0,38.0,2.1,2.0,6.0
58,recipe-image-legacy-id-365525_12-a246988.jpg,45.0,24.0,9.0,526.0,35.0,1.05,5.0,11.0
62,recipe-image-legacy-id-2144_12-f2a07db.jpg,69.0,27.0,2.0,526.0,7.0,0.17,14.0,20.0
63,recipe-image-legacy-id-326597_11-b7385b9.jpg,18.0,8.0,3.0,161.0,6.0,0.4,1.0,1.0
66,recipe-image-legacy-id-1081547_11-0c8d59a.jpg,92.0,8.0,14.0,486.0,16.0,1.08,1.0,24.0
92,recipe-image-legacy-id-373469_11-d808d9f.jpg,65.0,18.0,3.0,432.0,6.0,0.41,10.0,51.0
108,recipe-image-legacy-id-363595_11-2bd93cb.jpg,75.0,32.0,1.0,600.0,8.0,0.83,15.0,65.0
116,recipe-image-legacy-id-363834_12-04080db.jpg,51.0,43.0,1.0,597.0,5.0,0.74,25.0,32.0
117,recipe-image-legacy-id-373469_11-d808d9f.jpg,65.0,18.0,3.0,432.0,6.0,0.41,10.0,51.0
123,recipe-image-legacy-id-50773_12-39c611e.jpg,41.0,26.0,0.44,405.0,4.0,0.06,14.0,34.0
128,recipe-image-legacy-id-365510_12-419139a.jpg,59.0,35.0,1.0,555.0,5.0,0.66,20.0,42.0
129,recipe-image-legacy-id-659451_11-2aeee80.jpg,18.0,6.0,2.0,131.0,2.0,0.08,4.0,17.0
133,recipe-image-legacy-id-424720_12-b8ffc96.jpg,57.0,26.0,1.0,474.0,7.0,0.77,15.0,37.0
134,frozen-tropical-fruit-yogurt-0080ef3.jpg,15.0,3.0,1.0,98.0,2.0,0.1,2.0,14.0
144,recipe-image-legacy-id-424468_12-22dc763.jpg,42.0,9.0,1.0,299.0,16.0,0.66,5.0,41.0
145,recipe-image-legacy-id-1124519_11-99b0ec7.jpg,63.0,26.0,1.0,519.0,8.0,0.4,16.0,58.0
147,recipe-image-legacy-id-464624_11-5823ab4.jpg,63.0,46.0,2.0,689.0,7.0,0.43,26.0,53.0
148,recipe-image-legacy-id-21900_11-bd59661.jpg,39.0,36.0,2.0,487.0,4.0,0.43,22.0,27.0
149,recipe-image-legacy-id-198460_11-a8d172b.jpg,86.0,44.0,2.0,770.0,13.0,0.18,24.0,38.0
150,recipe-image-legacy-id-420451_12-8aa8cc8.jpg,57.0,38.0,2.0,595.0,9.0,0.76,16.0,36.0
152,recipe-image-legacy-id-741456_11-f1de437.jpg,53.0,40.0,1.0,593.0,9.0,0.33,21.0,29.0
154,recipe-image-legacy-id-22870_12-c85bd34.jpg,47.0,18.0,2.0,356.0,4.0,0.58,8.0,10.7
158,recipe-image-legacy-id-209483_11-eca84b2.jpg,62.0,39.0,2.0,618.0,9.0,0.59,18.0,41.0
159,butternut-tarte-f662d6e.jpg,35.0,10.0,3.0,249.0,3.0,0.32,5.0,22.0
160,recipe-image-legacy-id-931468_11-eaa5b05.jpg,31.0,31.0,2.0,424.0,5.0,0.6,16.0,19.0
161,recipe-image-legacy-id-1201784_10-6608107.jpg,45.0,37.0,3.0,537.0,10.0,0.29,16.0,22.0
163,recipe-image-legacy-id-54115_12-9ce7dd5.jpg,33.0,28.0,1.0,405.0,6.0,0.54,13.0,14.0
164,recipe-image-legacy-id-613700_11-e182734.jpg,47.0,33.0,3.0,513.0,9.0,0.35,14.0,27.0
166,recipe-image-legacy-id-5261_11-6aa1128.jpg,57.0,34.0,2.0,546.0,6.0,0.36,13.0,34.0
178,recipe-image-legacy-id-219487_11-9c9ae75.jpg,68.0,18.0,3.0,440.0,4.0,0.67,11.0,42.0
182,recipe-image-legacy-id-809539_11-f9b1b31.jpg,73.0,23.0,1.0,500.0,5.0,0.5,13.0,59.0
190,recipe-image-legacy-id-363834_12-04080db.jpg,51.0,43.0,1.0,597.0,5.0,0.74,25.0,32.0
191,recipe-image-legacy-id-373469_11-d808d9f.jpg,65.0,18.0,3.0,432.0,6.0,0.41,10.0,51.0
197,recipe-image-legacy-id-50773_12-39c611e.jpg,41.0,26.0,0.44,405.0,4.0,0.06,14.0,34.0
201,recipe-image-legacy-id-392465_11-2cb6e62.jpg,35.0,14.0,1.0,272.0,4.0,0.5,9.0,16.0
202,recipe-image-legacy-id-1049503_11-0679f31.jpg,15.1,6.1,0.3,121.0,1.3,0.3,3.7,9.0
204,recipe-image-legacy-id-809539_11-f9b1b31.jpg,73.0,23.0,1.0,500.0,5.0,0.5,13.0,59.0
205,recipe-image-legacy-id-47412_11-f0749ab.jpg,43.0,47.0,2.0,630.0,11.0,1.32,27.0,26.0
206,recipe-image-legacy-id-560500_12-904e3cc.jpg,50.0,20.0,1.0,386.0,6.0,0.75,11.0,32.0
207,recipe-image-legacy-id-560903_11-b6f79b6.jpg,47.0,32.0,1.0,492.0,6.0,0.32,17.0,38.0
213,recipe-image-legacy-id-741507_11-68787f2.jpg,50.0,27.0,43.0,446.0,5.0,0.55,17.0,34.0
227,recipe-image-legacy-id-356477_12-0d66092.jpg,34.0,38.0,3.0,508.0,10.0,1.37,19.0,7.0
228,recipe-image-legacy-id-592455_11-e664fce.jpg,15.0,8.0,1.0,132.0,1.0,0.13,3.0,6.0
229,recipe-image-legacy-id-285540_11-2940222.jpg,49.0,43.0,2.0,590.0,6.0,0.85,20.0,11.0
232,recipe-image-legacy-id-2333_11-c1c4707.jpg,32.0,46.0,2.0,559.0,6.0,0.75,24.0,12.0
245,recipe-image-legacy-id-1079486_11-619bc81.jpg,101.4,38.0,2.0,788.0,9.8,0.8,19.7,84.4
246,recipe-image-legacy-id-364196_11-f58bf40.jpg,64.0,30.0,1.0,536.0,7.0,0.28,18.0,47.0
247,recipe-image-legacy-id-1079489_11-2772627.jpg,57.4,30.6,1.4,527.0,6.6,0.7,18.3,47.3
263,recipe-image-legacy-id-373469_11-d808d9f.jpg,65.0,18.0,3.0,432.0,6.0,0.41,10.0,51.0
269,recipe-image-legacy-id-363879_12-f7f4edf.jpg,43.0,23.0,2.0,385.0,5.0,0.22,12.0,31.0
271,recipe-image-legacy-id-994484_11-ce1e28b.jpg,30.0,24.0,2.0,375.0,10.0,0.8,8.0,2.0
276,recipe-image-legacy-id-1119465_11-4aebb21.jpg,22.0,17.0,1.0,294.0,13.0,1.5,9.0,1.0
279,recipe-image-legacy-id-741483_11-32e63e1.jpg,31.0,5.0,2.0,183.0,7.0,0.74,2.0,3.0
280,recipe-image-legacy-id-741479_11-85a163e.jpg,15.0,2.0,1.0,81.0,3.0,0.45,1.0,1.0
281,recipe-image-legacy-id-328585_10-0aa1880.jpg,42.0,19.0,2.0,379.0,12.0,1.32,10.0,3.0
282,recipe-image-legacy-id-27118_12-d7e3e79.jpg,38.0,10.0,3.0,258.0,6.0,1.05,1.0,1.0
290,recipe-image-legacy-id-1273549_8-895c4f7.jpg,65.0,30.0,1.0,538.0,7.0,0.65,16.0,49.0
293,recipe-image-legacy-id-559459_11-4dd3009.jpg,35.0,28.0,3.0,411.0,8.0,0.5,10.0,21.0
295,recipe-image-legacy-id-363944_11-c2569cf.jpg,45.0,13.0,1.0,386.0,5.0,0.73,6.0,18.0
297,recipe-image-legacy-id-911517_11-e4e23bf.jpg,34.0,23.0,1.0,364.0,4.0,0.5,9.0,24.0
300,recipe-image-legacy-id-192590_11-6d00010.jpg,36.0,5.0,2.0,202.0,5.0,0.59,0.8,14.0
301,recipe-image-legacy-id-1243649_8-7dfe2be.jpg,22.7,7.1,3.3,179.0,5.2,0.6,0.9,10.2
302,recipe-image-legacy-id-191560_11-d1fb320.jpg,66.0,22.0,2.0,478.0,8.0,0.66,2.0,24.0
307,recipe-image-legacy-id-856543_10-0d65b66.jpg,29.0,11.0,1.0,229.0,3.0,0.4,6.0,18.0
308,recipe-image-legacy-id-227452_11-ce8cbe3.jpg,79.0,17.0,2.0,465.0,6.0,0.61,8.0,42.0
309,recipe-image-legacy-id-337557_11-11b58e1.jpg,36.0,6.0,2.0,206.0,5.0,0.43,1.0,16.0
310,recipe-image-legacy-id-363944_11-c2569cf.jpg,45.0,13.0,1.0,386.0,5.0,0.73,6.0,18.0
314,recipe-image-legacy-id-338761_12-9b4f0db.jpg,32.0,8.0,1.0,215.0,5.0,0.59,2.0,17.0
319,Prawn-pepper-and-chickpea-filo-pie-4f37a9b.jpg,36.0,7.0,7.0,291.0,18.0,1.3,1.0,5.0
326,sausage-apple-sage-roll-6949a31-scaled.jpg,30.0,7.0,4.0,280.0,21.0,1.7,2.0,6.0
329,samosa-pie-f865c5a.jpg,43.0,9.0,8.0,308.0,9.0,0.4,2.0,14.0
335,tart-f0b44a1.jpg,19.0,9.0,5.0,191.0,8.0,0.5,3.0,8.0
338,recipe-image-legacy-id-1259563_8-69d833e.jpg,9.0,3.0,1.0,65.0,1.0,0.27,2.0,2.0
339,recipe-image-legacy-id-1238480_8-3792667.jpg,21.0,20.0,3.0,359.0,23.0,0.6,6.0,9.0
342,Prawn-pepper-and-chickpea-filo-pie-4f37a9b.jpg,36.0,7.0,7.0,291.0,18.0,1.3,1.0,5.0
344,shepherds-pie-6b14a43.jpg,57.0,10.0,11.0,438.0,23.0,0.39,4.0,12.0
349,recipe-image-legacy-id-491503_12-f496108.jpg,23.0,13.0,3.0,250.0,13.0,0.3,5.0,5.0
354,turkey-twist-pie-6c8fd3e.jpg,47.0,14.0,2.0,408.0,23.0,1.2,5.0,7.0
357,recipe-image-legacy-id-52756_11-4d4ea61.jpg,29.0,7.0,3.0,335.0,38.0,1.42,4.0,6.0
361,recipe-image-legacy-id-592514_12-97b2e2e.jpg,31.0,24.0,1.0,350.0,5.0,0.73,12.0,12.0
384,recipe-image-legacy-id-327537_12-3817f6c.jpg,29.0,39.0,2.0,494.0,9.0,0.48,22.0,2.0
397,recipe-image-legacy-id-260490_12-bfd0e2f.jpg,30.0,35.0,2.0,496.0,17.0,1.0,18.0,5.0
402,recipe-image-legacy-id-363845_12-ddc151e.jpg,34.0,16.0,1.0,289.0,5.0,0.37,9.0,27.0
403,recipe-image-legacy-id-816584_11-0ab336a.jpg,71.0,38.0,2.0,639.0,7.0,0.54,19.0,46.0
404,recipe-image-legacy-id-256531_11-4bf4923.jpg,56.0,29.0,2.0,509.0,5.0,0.54,17.0,40.0
405,recipe-image-legacy-id-364110_12-e976865.jpg,45.0,18.0,1.0,349.0,5.0,0.59,9.0,28.0
406,recipe-image-legacy-id-1202636_10-fbc1549.jpg,73.0,32.0,2.0,598.0,10.0,0.33,3.0,43.0
408,recipe-image-legacy-id-10685_11-f1a3e0f.jpg,46.0,45.0,1.0,603.0,7.0,0.17,25.0,42.0
409,recipe-image-legacy-id-545451_11-34d08e1.jpg,19.0,9.0,2.0,167.0,3.0,0.18,5.0,11.0
410,chocolate-chia-pudding-440-400-ed68a5f.jpg,9.0,7.0,7.0,130.0,4.0,0.3,1.0,6.0
411,recipe-image-legacy-id-1029452_10-563fda8.jpg,9.0,0.2,2.0,71.0,7.0,0.1,0.1,9.0
417,berry-yogurt-pots-copy-033e216.jpg,12.0,6.0,3.0,134.0,7.0,0.2,2.0,11.0
418,almond-raisin-popcorn-trail-mix-copy-2-8ec1cfb.jpg,10.0,5.0,1.0,99.0,3.0,0.02,0.4,6.0
419,berry-smoothie-5543fc2.jpg,15.0,11.0,3.0,197.0,9.0,0.3,3.0,15.0
423,healthy-chocolate-milk-56a029c.jpg,14.0,6.0,5.0,230.0,28.0,0.4,1.0,9.0
425,recipe-image-legacy-id-613599_11-d07864c.jpg,33.0,8.0,2.0,216.0,5.0,0.16,5.0,33.0
429,recipe-image-legacy-id-17845_11-fccb753.jpg,55.0,42.0,1.0,609.0,5.0,0.09,25.0,50.0
434,recipe-image-legacy-id-1049503_11-0679f31.jpg,15.1,6.1,0.3,121.0,1.3,0.3,3.7,9.0
443,Fudgy-brownies--daa8eb5.jpg,105.0,62.0,6.0,1043.0,14.0,0.62,35.0,76.0
453,sourdough-e088dc0.jpg,41.0,1.0,2.0,202.0,7.0,0.9,0.2,0.3
454,pitta-bread-74a1b32.jpg,47.0,2.0,2.0,246.0,8.0,1.0,0.4,0.3
455,White-bread-cdd3875.jpg,47.0,1.0,2.0,231.0,8.0,1.2,0.2,0.3
456,vegan-soda-bread-e5fa0c2.jpg,38.0,2.0,4.0,201.0,7.0,0.9,0.3,1.0
459,white-sourdough-a59e971.jpg,35.0,1.0,1.0,171.0,6.0,0.8,0.1,0.2
461,ciabatta-c81d854.jpg,19.0,1.0,1.0,98.0,3.0,0.34,0.2,0.2
475,chocolate-chia-pudding-440-400-ed68a5f.jpg,9.0,7.0,7.0,130.0,4.0,0.3,1.0,6.0
478,recipe-image-legacy-id-17963_12-11f0ec0.jpg,43.0,11.0,6.0,297.0,5.0,0.08,6.0,33.0
505,recipe-image-legacy-id-20830_12-6562c76.jpg,16.0,8.0,1.0,140.0,1.0,0.12,6.0,10.0
506,recipe-image-legacy-id-967721_10-4f527ba.jpg,53.0,4.0,1.0,258.0,2.0,0.2,2.0,44.0
509,recipe-image-legacy-id-849607_11-aaaf1ea.jpg,119.0,17.0,2.0,652.0,4.0,0.7,8.0,97.0
510,recipe-image-legacy-id-1047512_10-c2c11f7.jpg,82.0,8.0,1.0,418.0,3.0,0.4,5.0,66.0
515,recipe-image-legacy-id-1020464_11-140dd56.jpg,28.0,8.0,2.0,201.0,4.0,0.3,5.0,14.0
516,recipe-image-legacy-id-1079477_11-e712431.jpg,14.7,6.3,0.5,121.0,1.3,0.2,3.8,9.5
525,recipe-image-legacy-id-1286511_7-64c04e4.jpg,17.0,8.0,1.0,142.0,2.0,0.2,5.0,11.0
535,recipe-image-legacy-id-45874_11-f237710.jpg,25.0,8.0,0.5,170.0,2.0,0.3,5.0,13.0
539,recipe-image-legacy-id-916451_11-48f1e17.jpg,29.0,8.0,1.0,198.0,5.0,0.6,2.0,1.0
543,recipe-image-legacy-id-613654_11-699fca6.jpg,31.0,18.0,1.0,290.0,3.0,0.22,11.0,15.0
547,recipe-image-legacy-id-5097_11-6d02b4e.jpg,30.0,10.0,2.0,206.0,2.0,0.03,7.0,26.0
549,recipe-image-legacy-id-1259668_7-494e4d6.jpg,13.0,7.0,1.0,118.0,1.0,0.28,5.0,6.0
550,recipe-image-legacy-id-545451_11-34d08e1.jpg,19.0,9.0,2.0,167.0,3.0,0.18,5.0,11.0
552,recipe-image-legacy-id-559569_11-7f6dc8b.jpg,16.0,8.0,1.0,138.0,2.0,0.21,5.0,8.0
553,recipe-image-legacy-id-45809_12-2d72a47.jpg,37.0,10.0,2.0,236.0,3.0,0.3,5.0,13.0
555,recipe-image-legacy-id-1020464_11-140dd56.jpg,28.0,8.0,2.0,201.0,4.0,0.3,5.0,14.0
556,recipe-image-legacy-id-561001_12-910bdff.jpg,30.0,12.0,2.0,236.0,4.0,0.42,6.0,16.0
557,recipe-image-legacy-id-73664_12-3c3739e.jpg,11.0,5.0,1.0,94.0,2.0,0.08,3.0,4.0
589,18.crusted-polenta-tart-with-pesto-courgette-gruyere-41062a1-scaled.jpg,30.0,16.0,3.0,322.0,12.0,1.1,6.0,3.0
593,glutenfree-hot-cross-99fcb97.png,41.0,4.0,2.0,226.0,5.0,0.5,2.0,14.0
610,recipe-image-legacy-id-522460_11-14b8623.jpg,47.0,24.0,2.0,387.0,5.0,0.3,7.0,22.0
614,Pulled-Cchicken-and-black-bean-tacos-f1cfa6c.jpg,18.0,10.0,7.0,256.0,19.0,0.9,2.0,8.0
618,recipe-image-legacy-id-424720_12-b8ffc96.jpg,57.0,26.0,1.0,474.0,7.0,0.77,15.0,37.0
619,recipe-image-legacy-id-1074456_10-1a5351d.jpg,13.0,12.0,4.0,295.0,34.0,0.87,4.0,11.0
621,slow-cooker-lamb-curry-872fabb.jpg,49.0,19.0,13.0,568.0,43.0,1.3,5.0,17.0
622,five-bean-chilli-89538ef.jpg,69.0,8.0,14.0,439.0,16.0,0.04,1.0,10.0
623,coconut-and-kale-fish-curry-9e80eb5.jpg,52.0,15.0,6.0,465.0,28.0,1.5,6.0,7.0
624,Veggie-bolognese-8ecf29a.jpg,62.0,10.0,11.0,453.0,24.0,1.1,2.0,13.0
626,Prawn-and-lentil-curry-a726c9f.jpg,25.0,11.0,6.0,267.0,15.0,1.3,1.0,9.0
628,tomato-pepper-bean-one-pot-398c4b2.jpg,35.0,3.0,11.0,236.0,11.0,0.8,1.0,18.0
629,spiced-lamb-meatball-stew-014e307.jpg,35.0,21.0,11.0,454.0,26.0,1.02,6.0,9.0
631,recipe-image-legacy-id-402452_12-d37f0f4.jpg,25.0,17.0,4.0,263.0,5.0,1.28,8.0,14.0
632,artichoke-aubergine-rice-recipe-image-2e7d0a8.jpg,58.0,16.0,11.0,431.0,8.0,1.5,2.0,9.0
635,vegan-bolognese-b4f9b85.jpg,97.0,8.0,13.0,599.0,25.0,0.3,1.0,12.0
636,Vegetarian-chilli-206c469.jpg,19.0,4.0,9.0,157.0,7.0,0.25,0.3,10.0
638,vegan-ragu-7650653.jpg,30.0,7.0,9.0,268.0,14.0,0.5,1.0,10.0
640,basic-lentils-d2b0d86.jpg,31.0,5.0,5.0,230.0,13.0,0.1,3.0,4.0
641,slow-cooker-ratatouille-4ecd407.jpg,17.0,5.0,11.0,162.0,6.0,0.8,1.0,16.0
643,vegetarian-lasagne-5ee6162.jpg,37.0,29.0,5.0,461.0,13.0,0.6,9.0,14.0
644,celery-soup-037d05d.jpg,15.0,9.0,3.0,163.0,3.0,0.6,2.0,4.0
645,recipe-image-legacy-id-1227451_8-a4f73b7.jpg,45.0,25.0,7.0,498.0,23.0,1.2,15.0,9.0
646,wdp-lunch-mexicanguacamolesoup_02051-d1c462c.jpg,38.0,15.0,20.0,391.0,15.0,0.46,3.0,18.0
647,five-bean-chilli-89538ef.jpg,69.0,8.0,14.0,439.0,16.0,0.04,1.0,10.0
648,recipe-image-legacy-id-488679_11-5bfcf60.jpg,68.0,8.0,12.0,423.0,14.0,0.51,1.0,16.0
650,Cashew-Butternut-Squash-Curry-3fd87d1.jpg,56.0,29.0,12.0,563.0,14.0,0.1,17.0,35.0
651,recipe-image-legacy-id-1071455_10-9c0fd57.jpg,12.0,3.0,4.0,90.0,4.0,0.8,1.0,8.0
654,burnt-aubergine-chilli-afd2f29.jpg,38.0,8.0,17.0,316.0,15.0,2.2,2.0,17.0
655,Smoky-aubergine-and-pepper-tagine-44e9664.jpg,31.0,8.0,17.0,283.0,13.0,1.5,1.0,17.0
656,five-bean-chilli-89538ef.jpg,69.0,8.0,14.0,439.0,16.0,0.04,1.0,10.0
657,recipe-image-legacy-id-1074456_10-1a5351d.jpg,13.0,12.0,4.0,295.0,34.0,0.87,4.0,11.0
658,slow-cooker-ratatouille-4ecd407.jpg,17.0,5.0,11.0,162.0,6.0,0.8,1.0,16.0
659,slow-cooker-3c6fa95.jpg,44.0,9.0,15.0,333.0,13.0,0.5,1.0,13.0
660,recipe-image-legacy-id-684637_10-f9c9f15.jpg,30.0,13.0,4.0,284.0,13.0,0.65,2.0,6.0
662,artichoke-aubergine-rice-recipe-image-2e7d0a8.jpg,58.0,16.0,11.0,431.0,8.0,1.5,2.0,9.0
663,chicken-jalfrezi--020ac52.jpg,11.0,8.0,5.0,252.0,30.0,0.4,1.0,9.0
664,tomato-pepper-bean-one-pot-398c4b2.jpg,35.0,3.0,11.0,236.0,11.0,0.8,1.0,18.0
665,meatballs-33b3bf7.jpg,21.0,5.0,5.0,260.0,29.0,0.21,1.0,10.0
666,basic-lentils-d2b0d86.jpg,31.0,5.0,5.0,230.0,13.0,0.1,3.0,4.0
667,gfkids_tacos-442f38f.jpg,22.0,6.0,9.0,251.0,23.0,0.73,2.0,13.0
668,vegan-ragu-7650653.jpg,30.0,7.0,9.0,268.0,14.0,0.5,1.0,10.0
669,Peanut-Butter-Rainbow-Rice-8072276.jpg,59.0,18.0,6.0,557.0,36.0,0.7,4.0,10.0
670,recipe-image-legacy-id-740509_11-32e6d17.jpg,14.0,6.0,2.0,131.0,7.0,1.31,3.0,3.0
671,Urad-Dhal-1710922.jpg,28.0,4.0,12.0,241.0,17.0,0.23,1.0,2.0
672,recipe-image-legacy-id-1168468_11-4bb5726.jpg,30.0,6.0,5.0,215.0,11.0,1.06,3.0,12.0
673,Smoky-aubergine-and-pepper-tagine-44e9664.jpg,31.0,8.0,17.0,283.0,13.0,1.5,1.0,17.0
675,recipe-image-legacy-id-1239495_8-43e8a82.jpg,18.0,4.0,9.0,133.0,7.0,0.6,1.0,11.0
676,little-spicy-veggie-pies-440-400-947e1e1.jpg,60.0,15.0,17.0,478.0,18.0,0.4,5.0,10.0
677,vegan-chilli-be48585.jpg,48.0,10.0,17.0,367.0,12.0,0.6,2.0,22.0
680,Sesame-spring-onion-stir-fried-udon-with-crispy-tofu-2801160.jpg,38.0,13.0,4.0,356.0,18.0,0.7,2.0,4.0
681,220413_TURBO_BEANS_AND_CHEESE_ON_TOAST_0049_2-3edc6ea.jpg,58.0,21.0,15.0,554.0,26.0,1.4,9.0,10.0
682,masala-frittata-with-avocado-salsa-4d0a156.jpg,12.0,25.0,5.0,347.0,16.0,0.5,5.0,9.0
683,potato-pea-and-egg-curry-rotis-6766b8b.jpg,58.0,16.0,7.0,462.0,19.0,1.9,5.0,12.0
686,tomato-and-orzo-soup-47fe2e7.jpg,45.0,12.0,8.0,349.0,12.0,0.6,2.0,9.0
687,posh-egg-and-chips-338765a.jpg,50.0,16.0,13.0,462.0,23.0,0.3,3.0,7.0
688,redlentilcarrotsoup_5695-ba392a8.jpg,37.0,5.0,8.0,258.0,13.0,1.6,1.0,12.0
691,recipe-image-legacy-id-402452_12-d37f0f4.jpg,25.0,17.0,4.0,263.0,5.0,1.28,8.0,14.0
692,Chipotle-chickpeas-c60d6b5.jpg,42.0,18.0,12.0,426.0,16.0,0.46,5.0,9.0
694,Spinach-falafel-and-hummus-bowl-5bb9369.jpg,27.0,22.0,10.0,379.0,14.0,0.1,3.0,4.0
695,Carrot-Pilaf-With-Coriander-Chutney-8b7acf4.jpg,69.0,16.0,9.0,489.0,12.0,1.2,2.0,12.0
696,recipe-image-legacy-id-1202556_10-7d8912e.jpg,16.0,4.0,4.0,125.0,8.0,0.7,1.0,3.0
697,Squash-and-halloumi-flatbreads-b6efd2c.jpg,89.0,22.0,8.0,673.0,26.0,2.5,11.0,27.0
698,miso-mushroom-tofu-noodle-soup-9ea3c29.jpg,38.0,17.0,4.0,377.0,17.0,1.5,2.0,2.0
699,creamy-pesto-kale-pasta-d582e18.jpg,55.0,13.0,11.0,428.0,17.0,0.7,3.0,6.0
700,recipe-image-legacy-id-509476_12-52ba3e6.jpg,48.0,19.0,7.0,383.0,9.0,0.61,11.0,15.0
702,eggrocketpizzas_5729-ebc7e0d.jpg,39.0,11.0,5.0,327.0,15.0,1.0,3.0,8.0
703,smoky-chickpeas-on-toast-737eb3c.jpg,47.0,15.0,9.0,424.0,22.0,0.66,3.0,14.9
704,easy-vegan-pho-0eaa94e.jpg,46.0,2.0,3.0,234.0,6.0,2.8,0.3,4.0
706,Curried-Kale-Chickpea-Soup-8575285.jpg,40.0,10.0,10.0,336.0,16.0,0.9,5.0,9.0
709,Posh-Baked-Beans-Eggs-On-Toast-5f56df4.jpg,51.0,13.0,14.0,439.0,22.0,0.91,3.0,20.0
710,recipe-image-legacy-id-654465_11-51a9017.jpg,41.0,13.0,7.0,325.0,15.0,0.72,1.0,10.0
712,recipe-image-legacy-id-21216_10-1a83386.jpg,49.0,2.0,3.0,235.0,9.0,0.25,0.2,2.0
713,curried-cauliflower-lentil-soup-7a4e5fb.jpg,27.0,8.0,6.0,242.0,13.0,0.5,1.0,5.0
721,redlentilcarrotsoup_5695-ba392a8.jpg,37.0,5.0,8.0,258.0,13.0,1.6,1.0,12.0
722,stirfrychicken_5795-31c3a18.jpg,56.0,9.0,6.0,448.0,33.0,1.4,2.0,15.0
724,fetawithbeetrootsalsa_5915-3ee22d1.jpg,34.0,8.0,5.0,296.0,19.0,1.9,6.0,14.0
726,Sausage-pasta-bake-f71108a.jpg,94.0,39.0,9.0,883.0,36.0,1.4,17.0,16.0
731,thai-aea8468.jpg,32.0,10.0,6.0,311.0,21.0,2.9,2.0,7.0
733,Spicy-chicken-and-chickpea-curry-40f3492.jpg,18.0,18.0,7.0,368.0,30.0,1.4,3.0,6.0
734,Sausage-and-winter-greens-cannelloni-a7c538d.jpg,48.0,31.0,6.0,564.0,21.0,1.2,15.0,13.0
740,recipe-image-legacy-id-1074465_10-0f090a9.jpg,40.0,34.0,4.0,600.0,37.0,1.15,16.0,7.0
744,recipe-image-legacy-id-835452_11-7efcfc5.jpg,55.0,20.0,4.0,417.0,6.0,0.05,6.0,2.0
745,burnt-aubergine-chilli-afd2f29.jpg,38.0,8.0,17.0,316.0,15.0,2.2,2.0,17.0
747,recipe-image-legacy-id-684637_10-f9c9f15.jpg,30.0,13.0,4.0,284.0,13.0,0.65,2.0,6.0
748,Vegetarian-chilli-206c469.jpg,19.0,4.0,9.0,157.0,7.0,0.25,0.3,10.0
749,recipe-image-legacy-id-740509_11-32e6d17.jpg,14.0,6.0,2.0,131.0,7.0,1.31,3.0,3.0
750,recipe-image-legacy-id-563473_12-55e3d75.jpg,120.0,9.0,10.0,662.0,33.0,1.05,1.0,14.0
751,cheats-beetroot-biriyani-9d14191.jpg,66.0,8.0,5.0,366.0,11.0,1.05,1.0,12.0
752,Veggie-lasagne-f12ae1c.jpg,41.0,23.0,7.0,466.0,20.0,0.6,9.0,12.0
753,five-bean-chilli-89538ef.jpg,69.0,8.0,14.0,439.0,16.0,0.04,1.0,10.0
755,Smoky-aubergine-and-pepper-tagine-44e9664.jpg,31.0,8.0,17.0,283.0,13.0,1.5,1.0,17.0
757,Baked-veggie-korma-c885ec2.jpg,23.0,34.0,9.0,477.0,16.0,1.7,12.0,10.0
760,recipe-image-legacy-id-517492_12-c941152.jpg,82.0,27.0,5.0,667.0,28.0,0.98,16.0,11.0
761,kidney-bean-curry-f8e0b17.jpg,33.0,8.0,14.0,282.0,13.0,0.1,1.0,13.0
