Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,PAL,PAL_kategori
47,Male,58.0,1.51,174,140,74,1.11,1757.4,Strength,13.7,3.46,3,3,25.4,2.128,Very Active
54,Male,119.2,1.98,160,151,57,0.91,1579.9,Yoga,33.3,1.82,4,1,30.3,1.583,Low Active
49,Female,69.3,3.0,199,120,73,0.72,1735.9,Strength,14.7,2.5,5,1,21.8,1.419,Low Active
18,Male,41.8,1.77,187,143,66,1.13,1734.1,HIIT,22.1,2.66,5,1,13.3,2.204,Very Active
23,Female,76.5,1.68,161,123,61,0.96,1459.5,Strength,10.4,2.14,2,3,27.0,2.465,Very Active
33,Female,67.2,1.74,180,155,73,1.31,720.3,Yoga,28.7,1.66,3,1,22.1,1.711,Active
52,Female,52.7,1.56,194,156,64,1.03,1298.1,HIIT,16.4,2.51,5,1,21.6,1.746,Active
18,Female,42.6,1.71,173,136,57,1.64,477.6,Strength,17.9,1.63,4,3,14.6,1.796,Active
20,Female,103.5,1.77,186,160,60,1.28,1175.0,Yoga,17.2,1.81,1,3,33.1,1.593,Low Active
33,Male,62.3,1.55,182,123,59,1.75,1603.6,Yoga,26.7,2.96,1,3,25.9,1.267,Sedentary
35,Female,101.5,1.95,161,120,60,0.52,818.6,HIIT,18.8,3.2,4,3,26.7,1.115,Sedentary
52,Male,127.9,1.61,175,132,74,1.38,417.2,Cardio,34.9,2.82,1,2,49.5,2.35,Very Active
24,Female,107.7,1.9,183,158,53,0.94,1229.6,Yoga,13.2,2.59,4,3,30.0,2.372,Very Active
49,Male,46.3,1.58,173,152,63,1.31,631.2,Yoga,32.2,3.19,2,2,18.6,1.262,Sedentary
26,Female,81.2,1.93,172,137,60,0.57,1604.6,Yoga,19.7,1.76,3,3,21.8,1.077,Sedentary
34,Male,117.2,1.78,194,133,56,1.31,1067.7,Strength,27.2,3.05,3,1,37.2,1.933,Very Active
55,Male,58.4,1.95,168,138,59,1.91,704.6,HIIT,32.1,2.53,4,3,15.4,1.828,Active
26,Female,20.0,1.62,167,126,53,0.56,1415.5,Yoga,22.8,2.44,3,3,45.4,1.866,Active
39,Male,114.4,1.91,199,131,69,1.7,712.9,HIIT,12.0,2.45,3,2,31.4,1.474,Low Active
50,Male,105.7,1.6,166,146,62,1.85,752.7,Cardio,19.6,3.19,4,3,60.0,1.574,Low Active
15,Male,102.3,1.75,176,123,69,1.45,1321.2,Cardio,24.3,3.12,3,2,33.3,2.059,Very Active
29,Male,128.0,1.85,194,142,71,0.85,855.7,Cardio,29.5,3.16,2,1,37.3,1.703,Active
19,Male,85.1,1.85,186,141,67,0.77,1005.8,Cardio,32.3,3.27,2,3,60.0,1.098,Sedentary
47,Male,60.4,1.7,177,149,57,0.53,1322.7,Yoga,11.2,3.43,5,1,21.0,1.502,Low Active
48,Male,92.4,1.99,176,167,62,1.06,741.5,Yoga,23.5,2.96,4,3,23.3,2.107,Very Active
15,Male,112.9,1.89,197,152,69,1.06,978.9,Strength,14.8,3.66,3,3,31.5,1.544,Low Active
47,Female,44.0,1.58,193,155,64,1.77,1331.5,Strength,21.4,2.1,3,3,17.8,1.712,Active
54,Female,78.5,1.99,171,131,70,0.53,362.5,Cardio,29.8,2.95,4,2,19.8,1.008,Sedentary
46,Male,109.3,1.98,191,156,60,1.64,1075.7,Strength,18.4,1.71,3,3,27.8,1.438,Low Active
34,Male,43.2,1.97,199,126,54,0.72,1528.2,Cardio,33.1,3.52,0,3,11.2,2.073,Very Active
36,Female,40.8,1.92,166,126,69,1.26,1080.9,HIIT,25.1,3.66,4,1,11.1,2.488,Very Active
26,Male,78.7,1.53,165,163,60,0.54,362.8,Cardio,12.0,3.0,4,1,33.5,1.162,Sedentary
43,Male,79.9,1.53,185,156,71,1.45,1125.6,Cardio,23.5,2.98,2,1,34.2,1.654,Active
37,Male,40.8,1.67,197,131,73,0.63,1773.9,Strength,21.4,2.26,1,2,14.6,1.453,Low Active
70,Female,78.9,1.68,184,123,67,1.83,670.3,HIIT,30.8,2.27,5,3,28.0,2.126,Very Active
30,Female,84.7,1.77,174,151,66,0.75,1001.9,Yoga,31.5,2.67,4,2,27.0,1.725,Active
19,Male,97.1,1.52,181,127,51,0.59,1561.9,Strength,34.6,2.25,5,3,42.0,1.852,Active
51,Male,43.2,1.88,178,154,73,0.63,1576.5,Strength,27.3,1.67,2,3,12.2,2.499,Very Active
51,Male,77.7,1.94,176,153,67,0.57,1295.9,Cardio,20.1,1.59,1,1,20.6,1.285,Sedentary
51,Female,56.8,1.68,197,159,51,0.61,1360.1,Cardio,26.9,3.59,4,3,20.2,1.417,Low Active
100,Female,41.3,1.53,190,144,70,1.2,1610.6,Yoga,10.6,3.68,1,1,17.7,1.484,Low Active
25,Female,49.3,1.62,161,123,67,0.83,530.4,HIIT,33.9,2.45,5,3,18.9,1.316,Sedentary
58,Female,82.2,1.71,162,132,71,1.55,1364.4,Cardio,34.6,1.63,1,3,28.0,1.966,Very Active
27,Male,95.0,1.62,196,149,58,1.88,1268.5,Yoga,14.6,2.13,2,3,36.2,1.745,Active
51,Female,94.0,1.78,183,122,53,1.87,1733.3,Cardio,31.3,2.07,2,2,29.5,1.465,Low Active
37,Female,76.2,1.73,190,166,58,1.02,579.3,Strength,34.6,3.46,1,2,25.5,1.671,Active
70,Female,108.9,1.94,188,157,64,1.01,798.2,HIIT,14.2,1.86,3,2,28.9,1.297,Sedentary
32,Male,58.2,1.56,198,169,70,1.67,827.2,HIIT,20.6,3.39,2,1,24.1,1.993,Very Active
18,Male,129.5,1.91,187,130,52,1.49,617.8,Yoga,34.7,2.37,3,1,35.5,1.132,Sedentary
34,Male,48.0,1.64,190,167,72,1.45,1062.1,HIIT,23.1,1.52,3,2,17.9,2.078,Very Active
26,Female,59.8,1.68,186,131,62,1.67,1030.8,Cardio,24.7,2.99,5,3,21.3,1.443,Low Active
16,Male,45.1,1.92,199,168,58,1.82,1453.9,Yoga,24.4,2.19,4,1,12.3,1.026,Sedentary
53,Male,76.8,1.85,173,136,73,0.53,698.9,Yoga,25.4,3.23,5,1,22.5,1.502,Low Active
21,Female,97.7,1.71,164,151,65,1.31,851.1,Yoga,32.5,3.09,3,3,33.5,1.482,Low Active
58,Male,128.6,1.92,160,154,61,0.91,1026.8,Strength,23.5,1.82,4,2,34.8,1.649,Active
33,Male,57.9,1.94,163,120,64,0.76,357.2,Strength,23.9,3.22,1,3,15.4,2.147,Very Active
37,Female,43.8,1.84,170,143,59,1.68,551.3,Yoga,11.2,2.99,2,3,12.9,1.417,Low Active
33,Female,112.6,1.83,164,127,63,0.7,868.6,Strength,33.0,1.88,4,2,33.7,1.098,Sedentary
28,Male,91.6,1.96,160,139,66,1.1,1495.9,Strength,20.2,1.62,3,1,23.9,1.083,Sedentary
24,Female,128.9,1.72,176,151,60,0.78,810.3,Yoga,34.6,2.26,2,1,43.6,1.109,Sedentary
51,Female,116.7,1.79,182,153,52,1.9,1734.7,HIIT,34.1,2.76,1,3,36.4,1.513,Low Active
21,Female,112.0,1.76,177,157,63,1.15,801.4,HIIT,30.1,2.44,4,3,36.1,2.358,Very Active
22,Male,81.2,1.78,199,159,68,1.11,1029.2,HIIT,23.4,2.47,5,2,25.7,1.55,Low Active
51,Male,64.7,1.84,186,141,54,1.97,1052.7,Strength,34.5,1.94,4,3,19.1,1.601,Active
51,Female,125.0,1.7,187,165,74,1.61,694.6,Yoga,28.4,3.56,5,2,43.0,1.514,Low Active
17,Male,96.3,1.69,167,154,51,1.66,1395.7,Strength,23.1,2.68,1,3,33.6,1.806,Active
23,Male,104.3,1.7,189,162,72,1.76,731.2,Yoga,19.8,3.5,1,1,36.0,1.634,Active
20,Male,124.6,1.57,177,143,62,0.56,1216.2,HIIT,26.8,3.64,4,2,50.5,1.491,Low Active
28,Male,85.1,1.62,199,132,56,1.86,736.6,Strength,10.4,2.65,4,1,32.4,1.384,Sedentary
26,Female,111.5,1.91,179,145,73,1.23,1618.3,Cardio,30.1,2.49,2,1,30.5,1.454,Low Active
21,Male,76.9,1.85,189,130,52,0.76,803.1,HIIT,26.6,2.92,5,2,22.4,1.761,Active
47,Female,120.3,1.66,162,166,65,1.75,1381.0,Strength,18.9,3.46,3,2,43.8,1.804,Active
19,Male,58.9,1.71,187,150,66,0.93,1153.0,HIIT,13.8,2.14,3,2,20.2,1.515,Low Active
21,Female,51.2,1.71,167,136,70,0.88,471.9,Yoga,29.4,2.84,4,3,17.5,1.079,Sedentary
24,Female,105.9,1.8,184,144,70,1.37,992.2,HIIT,22.3,1.69,4,3,32.8,1.789,Active
46,Male,90.8,1.54,192,151,68,0.78,792.2,Strength,14.0,1.52,4,1,38.4,1.419,Low Active
36,Female,57.1,1.83,193,153,65,1.32,712.6,Cardio,11.7,2.07,2,1,17.1,1.49,Low Active
37,Female,110.4,1.62,176,139,74,1.27,1394.0,Yoga,24.4,1.64,4,1,41.9,1.579,Low Active
24,Female,60.6,1.62,170,141,74,1.86,873.2,Strength,11.8,3.58,4,1,23.0,1.459,Low Active
33,Female,108.5,2.5,174,120,65,1.02,506.2,HIIT,33.0,2.63,5,2,35.7,1.427,Low Active
53,Male,77.7,1.52,163,142,70,1.0,1176.4,HIIT,18.3,1.79,4,2,33.6,1.276,Sedentary
26,Female,76.2,1.97,199,160,54,1.66,940.5,Cardio,26.8,3.35,4,1,19.6,2.054,Very Active
53,Male,108.0,1.86,185,147,51,1.46,1561.2,Cardio,27.4,3.13,5,2,31.1,1.567,Low Active
44,Male,89.1,1.92,168,151,60,1.65,1289.3,Cardio,24.6,2.55,4,3,24.2,2.376,Very Active
47,Female,89.2,2.0,197,154,59,0.58,1311.7,HIIT,13.8,3.4,5,2,22.3,1.491,Low Active
57,Male,59.7,1.63,178,141,74,1.94,1439.8,Yoga,14.3,3.67,4,3,22.5,1.074,Sedentary
50,Female,116.4,1.76,170,168,72,1.86,1333.9,HIIT,30.8,1.68,2,2,37.8,1.193,Sedentary
20,Female,119.3,1.65,189,123,59,1.05,1256.3,Cardio,26.9,3.1,2,3,43.7,1.261,Sedentary
47,Male,60.8,1.54,198,152,58,1.12,1092.7,Yoga,27.3,1.52,3,2,25.5,1.786,Active
49,Male,45.9,1.73,166,139,60,1.24,1588.5,Yoga,23.5,1.62,3,2,15.3,2.4,Very Active
18,Male,180.0,1.93,161,120,50,0.66,840.1,Cardio,16.0,1.72,2,1,21.6,1.145,Sedentary
47,Female,83.9,1.68,166,123,72,0.62,1310.8,Strength,33.3,2.65,4,2,29.6,1.576,Low Active
38,Female,46.9,1.7,184,127,73,1.21,1673.1,Strength,12.5,3.28,3,2,16.3,2.23,Very Active
54,Female,60.3,1.82,185,140,73,1.24,751.2,HIIT,31.4,3.36,3,3,18.2,2.019,Very Active
53,Male,56.8,1.78,172,145,52,1.29,492.1,Yoga,24.6,1.82,2,1,17.9,1.924,Very Active
17,Female,40.8,1.61,188,124,59,0.66,774.0,Cardio,24.2,1.58,4,2,15.8,1.67,Active
45,Male,97.8,1.98,198,158,50,1.01,696.9,HIIT,32.4,3.63,3,2,25.1,1.445,Low Active
21,Male,99.6,1.7,170,133,60,1.68,472.1,Yoga,27.8,2.42,3,1,34.4,1.389,Sedentary
19,Female,108.6,1.97,190,156,55,1.39,1259.0,Cardio,15.3,2.61,1,1,28.0,1.825,Active
47,Male,63.2,1.67,190,127,62,1.0,488.7,Yoga,14.0,1.6,4,3,22.7,1.773,Active
39,Female,71.5,2.0,163,158,56,1.89,428.4,Yoga,17.2,2.65,4,1,17.9,2.321,Very Active
59,Female,109.7,1.76,176,121,65,1.14,1057.5,Yoga,28.0,1.6,5,2,35.5,1.501,Low Active
44,Male,61.9,1.62,184,122,73,1.87,601.7,Strength,12.2,1.52,2,3,23.5,1.371,Sedentary
57,Male,60.5,1.58,168,140,68,0.7,433.7,Cardio,33.4,2.14,1,1,24.3,1.587,Low Active
40,Male,112.5,1.6,169,150,53,0.9,1536.1,HIIT,33.5,3.68,2,2,43.7,1.446,Low Active
36,Female,114.7,1.95,194,162,72,1.88,987.9,HIIT,34.4,3.62,5,1,30.3,2.263,Very Active
20,Male,129.0,1.95,193,125,50,1.93,533.2,Yoga,11.6,3.28,1,3,34.1,1.653,Active
30,Male,86.5,1.6,192,148,70,1.95,1293.7,Yoga,14.5,3.26,3,3,33.9,1.778,Active
19,Female,98.8,1.92,175,144,61,0.73,412.0,Yoga,15.8,1.68,2,3,26.8,1.636,Active
36,Male,122.5,1.62,183,125,66,1.11,1263.9,Yoga,14.4,2.15,2,3,46.9,1.796,Active
43,Male,75.5,1.77,160,140,72,1.96,811.6,Cardio,30.8,3.03,3,2,24.1,1.921,Very Active
29,Female,102.3,1.53,164,148,64,1.09,1764.6,HIIT,25.8,3.66,5,1,43.5,1.337,Sedentary
34,Male,89.3,1.67,177,121,65,1.99,1335.0,Yoga,23.4,2.11,4,1,31.8,1.421,Low Active
18,Male,42.7,1.69,170,144,56,1.5,849.0,HIIT,32.3,2.0,4,3,14.9,1.934,Very Active
52,Male,70.8,1.64,193,144,66,0.79,1651.3,Strength,23.1,3.34,3,1,26.4,1.113,Sedentary
38,Male,72.0,1.67,185,157,52,0.91,308.0,Strength,34.7,1.55,2,3,25.8,2.464,Very Active
33,Female,80.6,1.54,172,161,61,1.51,1749.2,Strength,24.9,3.54,2,1,34.0,2.174,Very Active
29,Female,83.0,1.84,160,127,52,0.52,1575.7,Strength,15.4,3.22,5,3,24.6,2.203,Very Active
32,Female,101.1,1.74,174,135,74,1.1,928.4,Strength,30.7,1.94,1,1,33.3,1.606,Active
42,Female,41.2,1.92,170,125,66,0.85,674.8,HIIT,19.3,2.89,1,1,11.2,1.788,Active
54,Female,89.8,1.64,186,129,58,1.29,1313.9,Yoga,12.9,2.6,2,3,33.3,1.678,Active
47,Female,106.0,1.64,197,146,71,1.62,1125.4,Cardio,23.9,1.55,3,3,39.3,2.118,Very Active
29,Female,76.0,1.57,177,157,68,1.44,960.9,Yoga,33.4,2.74,4,2,31.0,1.084,Sedentary
28,Male,43.7,1.94,172,128,70,1.17,392.2,HIIT,23.6,3.61,1,2,11.6,1.739,Active
28,Female,86.3,1.8,193,148,52,1.16,833.1,HIIT,34.8,2.58,2,2,26.7,1.782,Active
47,Female,120.5,1.62,167,144,59,1.88,1341.1,HIIT,30.4,2.31,1,3,46.2,1.729,Active
27,Female,127.4,1.68,160,136,65,1.75,383.9,Strength,11.9,2.94,2,2,45.0,2.006,Very Active
48,Male,106.2,1.77,172,160,61,1.41,615.5,Cardio,12.4,1.92,2,3,33.8,1.351,Sedentary
23,Female,47.0,1.67,162,128,62,0.79,1119.4,HIIT,25.5,2.51,5,3,16.8,1.993,Very Active
59,Male,78.3,1.94,178,122,63,1.83,841.7,HIIT,29.1,2.33,3,1,20.7,1.293,Sedentary
38,Male,72.1,1.82,171,130,66,0.63,387.1,Cardio,30.4,2.14,3,1,21.8,1.945,Very Active
55,Female,103.7,1.53,194,136,53,0.84,882.4,Yoga,23.2,2.63,4,1,44.3,1.402,Low Active
34,Male,58.5,1.6,195,124,56,1.3,1183.8,Strength,27.4,2.81,4,3,22.7,1.503,Low Active
49,Male,100.4,1.82,161,135,57,0.75,885.4,Cardio,12.5,1.64,1,3,30.2,1.837,Active
43,Male,120.7,1.96,172,124,55,1.24,578.5,Cardio,16.7,2.01,4,3,31.4,1.5,Low Active
39,Male,53.9,1.73,191,142,64,1.84,958.4,Cardio,14.2,2.77,3,1,18.1,1.702,Active
42,Female,85.0,1.63,165,152,54,1.45,1573.6,Yoga,17.2,1.96,4,1,32.1,1.754,Active
24,Male,94.8,1.53,173,166,62,1.42,931.3,Yoga,13.2,3.35,3,2,40.3,1.17,Sedentary
44,Male,127.0,1.8,172,167,67,0.82,1460.8,Yoga,26.0,2.55,4,1,39.3,1.46,Low Active
52,Male,129.8,1.99,194,146,54,1.19,935.7,Cardio,20.7,3.35,2,3,32.8,2.317,Very Active
49,Male,82.8,1.86,178,147,55,0.66,935.7,Cardio,12.8,2.57,5,2,23.9,1.862,Active
45,Female,62.8,1.82,178,161,50,1.63,983.2,HIIT,26.6,1.95,5,1,19.0,1.754,Active
53,Male,113.9,1.6,171,144,52,0.56,1438.5,Yoga,16.0,3.1,3,1,44.6,1.761,Active
19,Male,128.5,1.62,189,164,50,0.66,1026.6,Strength,21.2,3.42,2,1,48.8,2.027,Very Active
24,Male,45.0,1.81,168,136,58,1.87,1503.9,Yoga,17.6,2.11,2,1,13.8,2.011,Very Active
38,Female,58.1,1.8,170,125,55,1.64,1468.3,Yoga,14.0,2.14,3,2,18.0,2.068,Very Active
31,Male,64.2,1.83,170,167,65,1.78,1348.0,Yoga,10.3,2.6,3,2,19.2,1.268,Sedentary
47,Female,42.6,1.61,162,143,50,1.92,464.3,Yoga,23.7,1.67,1,3,16.5,1.724,Active
35,Female,116.9,1.5,167,136,51,0.76,1678.4,Yoga,20.0,1.66,1,3,52.0,1.205,Sedentary
57,Male,64.4,1.88,162,166,63,0.83,1424.2,Strength,19.0,2.34,2,1,18.3,2.226,Very Active
29,Male,63.1,1.88,190,121,62,1.02,568.5,Strength,32.9,2.97,5,3,17.9,1.608,Active
35,Male,150.0,1.55,183,168,74,1.13,1215.7,HIIT,19.6,3.5,3,1,19.0,1.664,Active
50,Male,50.5,1.51,176,161,73,1.5,1335.2,Strength,14.5,2.89,5,1,22.2,1.763,Active
34,Female,73.4,1.55,192,149,73,1.02,453.7,HIIT,26.1,1.57,5,2,30.6,1.871,Active
30,Female,96.5,1.2,186,134,58,0.88,797.0,Strength,16.4,3.43,2,3,27.7,1.794,Active
46,Male,58.9,1.68,190,168,54,1.47,1217.5,Cardio,24.2,2.49,2,3,20.8,2.212,Very Active
26,Female,113.9,1.94,186,143,61,1.6,811.6,HIIT,27.9,2.32,2,2,30.2,1.642,Active
47,Male,65.0,1.6,184,153,73,1.69,1151.7,Cardio,30.3,3.29,4,1,25.3,1.089,Sedentary
53,Female,46.6,1.87,169,120,70,0.69,1488.4,Yoga,25.8,2.26,5,3,13.4,1.848,Active
41,Male,91.9,1.97,183,160,52,1.58,1445.5,Cardio,23.3,2.72,1,2,23.7,1.516,Low Active
16,Male,62.7,1.7,193,138,54,0.95,1773.1,Strength,22.4,1.69,2,2,21.7,2.346,Very Active
54,Female,48.4,1.59,198,124,59,0.57,1643.0,Strength,10.9,2.93,3,2,19.1,1.335,Sedentary
40,Female,121.7,1.58,185,127,58,1.44,1610.6,Yoga,22.6,2.19,3,1,48.5,1.384,Sedentary
28,Male,84.4,1.71,192,148,54,0.56,1041.9,Strength,22.2,3.13,5,2,28.9,1.578,Low Active
45,Female,87.7,1.69,186,147,59,0.85,694.3,Strength,22.3,1.81,5,1,30.7,2.154,Very Active
32,Male,58.4,1.62,163,139,70,1.68,457.7,Strength,18.2,1.56,5,1,22.2,1.548,Low Active
20,Female,43.4,1.65,183,157,62,0.52,1601.8,HIIT,34.6,1.59,1,3,16.0,1.411,Low Active
59,Female,66.0,1.75,185,122,66,1.11,349.4,Cardio,19.5,2.75,2,3,21.6,2.201,Very Active
42,Female,101.9,1.67,194,161,71,0.89,1109.8,Strength,10.6,3.56,5,2,36.6,2.191,Very Active
53,Male,50.4,1.67,192,147,74,1.92,427.3,HIIT,22.1,2.68,4,1,18.1,1.555,Low Active
40,Male,111.2,1.79,189,140,61,1.04,1107.8,HIIT,17.8,2.82,2,2,34.8,1.165,Sedentary
30,Female,86.0,1.85,196,127,55,0.98,400.4,Strength,14.0,2.95,5,3,25.1,1.196,Sedentary
27,Female,69.8,1.99,181,140,55,1.28,1071.9,Cardio,19.8,3.62,4,2,17.6,1.541,Low Active
56,Female,96.8,1.78,196,126,52,1.95,1721.0,HIIT,21.8,1.56,5,3,30.4,2.054,Very Active
16,Male,45.5,1.76,189,152,68,1.0,881.2,Cardio,21.4,2.41,1,1,14.7,2.428,Very Active
55,Male,96.0,1.52,197,158,51,1.54,466.1,HIIT,10.2,2.94,2,2,41.6,1.368,Sedentary
52,Male,62.8,1.94,193,166,65,1.8,920.1,HIIT,29.2,3.31,4,3,16.7,1.656,Active
32,Female,67.9,1.52,188,123,63,1.6,358.0,Yoga,33.1,1.83,4,3,29.6,1.657,Active
50,Female,108.2,1.76,175,137,50,0.58,1373.8,Cardio,18.9,3.69,2,2,34.8,1.561,Low Active
26,Female,72.6,1.56,185,161,67,0.58,1319.9,Yoga,33.4,2.06,4,2,29.7,1.213,Sedentary
42,Male,20.0,1.98,161,130,61,1.03,1119.3,HIIT,11.9,3.21,2,1,23.3,2.179,Very Active
26,Female,53.0,1.95,164,135,54,0.72,1015.2,Strength,26.1,3.58,2,3,14.0,1.101,Sedentary
45,Female,102.1,1.7,187,146,68,1.16,728.0,Strength,21.8,3.38,4,1,35.5,2.426,Very Active
29,Female,88.8,1.51,188,149,57,1.77,1452.5,Yoga,14.0,2.38,3,1,5.0,1.454,Low Active
34,Male,74.1,1.96,176,142,74,0.85,1529.1,Cardio,10.4,3.49,4,3,19.2,1.987,Very Active
18,Female,120.0,1.69,185,153,72,1.62,1677.0,HIIT,34.3,2.49,3,3,42.0,1.021,Sedentary
57,Female,67.6,1.57,192,133,52,1.18,587.2,HIIT,21.1,1.53,2,2,27.3,2.084,Very Active
23,Male,71.9,1.94,177,138,71,1.35,742.4,HIIT,13.8,2.37,5,2,19.0,1.502,Low Active
27,Male,110.0,1.78,163,151,61,1.08,925.2,Cardio,25.9,2.0,2,2,34.8,1.882,Active
22,Female,44.5,1.83,160,157,62,2.0,719.8,Yoga,31.5,3.67,1,1,13.3,1.195,Sedentary
26,Female,81.6,1.52,165,163,58,1.53,698.8,Strength,32.7,2.98,2,3,35.4,1.171,Sedentary
23,Female,123.9,1.81,163,121,68,1.66,1100.1,Yoga,25.8,3.18,5,3,37.6,1.635,Active
16,Male,50.9,1.78,185,159,59,0.93,1321.1,Cardio,24.8,2.7,3,2,16.1,2.059,Very Active
37,Female,51.1,1.75,182,124,70,1.43,1152.0,Cardio,22.9,1.6,1,2,16.6,1.644,Active
48,Female,121.3,1.54,161,147,51,1.95,1201.5,Strength,17.0,3.07,4,3,51.0,1.848,Active
40,Female,80.7,1.87,169,137,64,0.59,1284.5,Cardio,23.6,2.47,4,3,23.1,1.564,Low Active
31,Male,102.1,1.52,187,141,70,0.65,651.4,Cardio,27.3,1.53,5,3,44.0,2.269,Very Active
23,Male,68.3,1.82,191,150,66,1.4,913.9,Yoga,33.9,2.78,5,2,20.7,1.719,Active
20,Female,106.1,1.96,172,157,55,0.76,616.1,Yoga,32.1,2.71,4,3,27.5,1.811,Active
35,Male,81.7,1.59,196,168,51,1.69,1348.0,Strength,18.0,1.93,5,1,32.3,1.637,Active
46,Male,48.8,1.63,168,153,56,1.12,1235.0,HIIT,10.0,1.86,5,3,18.4,1.2,Sedentary
37,Female,50.2,1.84,196,142,56,1.87,356.4,Cardio,22.6,2.93,5,2,14.8,2.46,Very Active
50,Female,122.0,1.98,168,127,51,1.06,1460.6,Yoga,10.2,3.06,1,2,31.1,1.886,Active
40,Male,123.4,1.55,181,123,65,1.83,1433.2,HIIT,19.6,1.5,1,3,51.3,1.34,Sedentary
38,Female,68.3,1.99,166,169,62,0.52,1133.7,Yoga,20.4,2.96,5,3,17.2,1.034,Sedentary
31,Female,86.4,1.99,179,161,56,0.9,447.2,Strength,19.0,2.07,4,1,21.8,1.643,Active
45,Female,41.5,1.7,192,130,51,1.09,568.1,Cardio,24.7,3.16,2,1,14.4,1.134,Sedentary
40,Male,58.2,1.58,164,121,62,1.14,483.4,HIIT,23.2,2.64,2,2,23.4,1.771,Active
18,Female,62.1,1.68,169,146,55,0.88,759.9,Cardio,21.9,1.86,4,2,22.1,1.486,Low Active
44,Male,121.8,1.71,181,165,69,0.51,802.4,HIIT,32.0,3.47,5,2,41.9,2.072,Very Active
36,Female,93.1,1.58,174,132,67,1.67,1135.9,Cardio,26.3,3.6,4,1,37.5,2.265,Very Active
29,Male,125.5,1.75,177,141,53,1.52,701.0,Yoga,23.4,3.36,1,1,41.0,2.322,Very Active
19,Male,115.3,1.73,172,143,62,1.49,1330.4,Yoga,33.1,1.98,5,3,38.6,2.169,Very Active
34,Female,54.1,1.85,187,132,64,1.74,1569.5,HIIT,18.7,3.3,1,2,15.9,2.096,Very Active
29,Female,110.6,1.54,169,136,51,1.47,703.2,Strength,26.8,1.6,3,1,46.8,1.38,Sedentary
42,Female,70.0,1.93,167,156,57,0.75,1380.4,Yoga,28.7,2.38,2,2,18.8,1.895,Active
18,Male,47.4,1.66,165,145,61,1.68,361.1,Cardio,10.0,2.34,3,2,17.1,1.573,Low Active
28,Female,85.4,1.61,182,140,57,0.75,886.6,Yoga,24.5,3.6,4,3,33.1,2.144,Very Active
5,Male,56.1,1.75,175,137,60,1.7,983.5,Cardio,16.0,2.31,4,3,18.4,1.595,Low Active
15,Female,46.3,1.78,195,137,64,1.24,1591.8,Strength,16.5,2.78,1,2,14.7,1.502,Low Active
27,Male,43.4,1.66,163,126,61,1.94,1074.3,HIIT,27.0,1.74,3,2,15.7,1.436,Low Active
45,Female,96.8,1.66,169,136,68,1.49,1239.0,Yoga,21.8,2.37,4,2,35.2,1.693,Active
53,Female,108.3,1.77,189,139,59,0.58,1028.3,Cardio,23.1,1.75,3,1,34.4,2.368,Very Active
56,Male,122.6,1.86,167,128,60,1.72,1229.7,Yoga,31.7,1.73,2,3,35.3,1.9,Active
29,Female,54.0,1.87,199,141,52,1.09,1775.3,HIIT,14.6,3.47,1,3,15.5,1.643,Active
39,Female,67.2,1.86,166,165,65,1.55,1104.9,Strength,15.6,2.83,2,3,19.4,1.675,Active
28,Female,79.3,1.93,190,136,70,1.07,1492.4,Cardio,26.3,2.65,3,3,21.4,1.019,Sedentary
59,Male,103.5,1.65,192,142,72,1.58,1313.2,Yoga,20.4,1.97,1,1,60.0,2.442,Very Active
53,Male,20.0,1.74,183,157,73,1.29,645.9,HIIT,16.4,2.28,5,1,18.9,1.868,Active
46,Female,100.6,1.63,180,164,72,1.13,1637.2,HIIT,24.9,1.81,1,2,38.0,1.791,Active
50,Female,64.4,1.57,176,149,64,0.53,1711.7,HIIT,22.9,3.32,2,3,26.1,1.527,Low Active
41,Male,121.3,1.58,181,161,74,1.25,1745.4,HIIT,15.4,1.89,5,1,48.4,2.007,Very Active
45,Male,75.6,1.97,161,127,59,0.76,1316.8,Yoga,15.4,1.55,3,3,19.5,1.277,Sedentary
32,Female,95.7,1.87,183,151,51,1.44,1633.5,Yoga,21.7,3.0,3,1,60.0,2.427,Very Active
32,Female,110.7,1.76,175,151,72,1.43,807.6,Strength,14.3,3.33,4,3,35.9,1.424,Low Active
21,Female,47.6,1.7,170,162,69,1.59,848.5,Cardio,27.9,2.2,2,3,16.5,1.77,Active
22,Male,99.7,1.84,161,150,71,0.93,731.8,Cardio,11.4,1.83,5,1,29.4,1.516,Low Active
33,Male,105.1,1.69,169,153,65,1.22,1398.0,HIIT,30.0,2.93,3,1,36.9,2.328,Very Active
32,Male,63.6,1.62,192,151,65,1.77,829.7,Yoga,25.5,3.18,5,1,24.4,1.817,Active
52,Female,44.3,1.89,181,128,69,0.58,680.1,Yoga,21.5,2.0,4,1,12.3,1.604,Active
27,Female,115.0,1.77,161,142,60,0.8,440.3,Strength,15.5,2.65,2,1,36.7,1.676,Active
23,Male,56.5,1.9,169,142,64,0.73,661.6,Strength,32.5,2.64,1,3,15.6,1.301,Sedentary
46,Female,123.0,1.59,176,141,56,1.63,780.3,Cardio,16.0,3.17,2,3,48.7,1.505,Low Active
